🐉 黑龙江移动专线,#genre#
睛彩篮球,http://123.122.162.250:19999/rtp/239.3.1.126:8001
睛彩羽毛球,http://123.122.162.250:19999/rtp/239.3.1.127:8001
睛彩广场舞,http://123.122.162.250:19999/rtp/239.3.1.128:8001
粤荟萃,http://123.122.162.250:19999/rtp/239.3.1.162:8001
聚鲨环球,http://123.122.162.250:19999/rtp/239.3.1.160:8001

🐘河南联通专线,#genre#
CCTV-1,http://218.29.135.6:4000/rtp/225.1.4.73:1102
CCTV-2,http://218.29.135.6:4000/rtp/225.1.4.74:1103
CCTV-3,http://218.29.135.6:4000/rtp/225.1.4.158:1194
CCTV-4,http://218.29.135.6:4000/rtp/225.1.5.30:1333
CCTV-5,http://218.29.135.6:4000/rtp/225.1.4.159:1195
CCTV-6,http://218.29.135.6:4000/rtp/225.1.4.160:1196
CCTV-7,http://218.29.135.6:4000/rtp/225.1.4.76:1105
CCTV-8,http://218.29.135.6:4000/rtp/225.1.4.161:1197
CCTV-9,http://218.29.135.6:4000/rtp/225.1.4.77:1106
CCTV-10,http://218.29.135.6:4000/rtp/225.1.4.78:1107
CCTV-11,http://218.29.135.6:4000/rtp/225.1.4.215:1268
CCTV-12,http://218.29.135.6:4000/rtp/225.1.4.79:1108
CCTV-13,http://218.29.135.6:4000/rtp/225.1.4.113:1293
CCTV-14,http://218.29.135.6:4000/rtp/225.1.4.80:1109
CCTV-15,http://218.29.135.6:4000/rtp/225.1.4.216:1269
CGTN,http://218.29.135.6:4000/rtp/225.1.4.16:1045
CCTV-17,http://218.29.135.6:4000/rtp/225.1.4.226:2506
CCTV-5+,http://218.29.135.6:4000/rtp/225.1.4.75:1104
河南卫视,http://218.29.135.6:4000/rtp/225.1.4.254:1300
河南卫视,http://218.29.135.6:4000/rtp/225.1.4.98:1127
湖南卫视,http://218.29.135.6:4000/rtp/225.1.4.82:1111
江苏卫视,http://218.29.135.6:4000/rtp/225.1.4.83:1112
浙江卫视,http://218.29.135.6:4000/rtp/225.1.4.84:1113
北京卫视,http://218.29.135.6:4000/rtp/225.1.4.81:1110
东方卫视,http://218.29.135.6:4000/rtp/225.1.4.85:1114
天津卫视,http://218.29.135.6:4000/rtp/225.1.4.86:1115
山东卫视,http://218.29.135.6:4000/rtp/225.1.4.88:1117
安徽卫视,http://218.29.135.6:4000/rtp/225.1.4.87:1116
深圳卫视,http://218.29.135.6:4000/rtp/225.1.4.90:1119
江西卫视,http://218.29.135.6:4000/rtp/225.1.4.139:1305
湖北卫视,http://218.29.135.6:4000/rtp/225.1.4.89:1118
四川卫视,http://218.29.135.6:4000/rtp/225.1.4.151:1306
黑龙江卫视,http://218.29.135.6:4000/rtp/225.1.4.91:1120
云南卫视,http://218.29.135.6:4000/rtp/225.1.4.152:1307
贵州卫视,http://218.29.135.6:4000/rtp/225.1.4.122:1302
辽宁卫视,http://218.29.135.6:4000/rtp/225.1.4.167:1208
东南卫视,http://218.29.135.6:4000/rtp/225.1.4.228:1274
重庆卫视,http://218.29.135.6:4000/rtp/225.1.4.157:1308
广东卫视,http://218.29.135.6:4000/rtp/225.1.4.166:1207
河北卫视,http://218.29.135.6:4000/rtp/225.1.4.123:1304
吉林卫视,http://218.29.135.6:4000/rtp/225.1.4.174:1309
河南卫视,http://218.29.135.6:4000/rtp/225.1.4.51:1080
浙江卫视,http://218.29.135.6:4000/rtp/225.1.4.19:1048
东方卫视,http://218.29.135.6:4000/rtp/225.1.4.22:1051
天津卫视,http://218.29.135.6:4000/rtp/225.1.4.24:1053
安徽卫视,http://218.29.135.6:4000/rtp/225.1.4.20:1049
山东卫视,http://218.29.135.6:4000/rtp/225.1.4.27:1056
湖北卫视,http://218.29.135.6:4000/rtp/225.1.4.35:1064
深圳卫视,http://218.29.135.6:4000/rtp/225.1.4.23:1052
黑龙江卫视,http://218.29.135.6:4000/rtp/225.1.4.28:1057
北京卫视,http://218.29.135.6:4000/rtp/225.1.4.21:1050
湖南卫视,http://218.29.135.6:4000/rtp/225.1.4.17:1046
江苏卫视,http://218.29.135.6:4000/rtp/225.1.4.18:1047
广东卫视,http://218.29.135.6:4000/rtp/225.1.4.30:1059
广西卫视,http://218.29.135.6:4000/rtp/225.1.4.31:1060
海南卫视,http://218.29.135.6:4000/rtp/225.1.4.25:1054
辽宁卫视,http://218.29.135.6:4000/rtp/225.1.4.26:1055
山西卫视,http://218.29.135.6:4000/rtp/225.1.4.38:1067
陕西卫视,http://218.29.135.6:4000/rtp/225.1.4.39:1068
甘肃卫视,http://218.29.135.6:4000/rtp/225.1.4.42:1071
宁夏卫视,http://218.29.135.6:4000/rtp/225.1.4.43:1072
青海卫视,http://218.29.135.6:4000/rtp/225.1.4.44:1073
内蒙古卫视,http://218.29.135.6:4000/rtp/225.1.4.45:1074
西藏卫视,http://218.29.135.6:4000/rtp/225.1.4.46:1075
新疆卫视,http://218.29.135.6:4000/rtp/225.1.4.47:1076
东南卫视,http://218.29.135.6:4000/rtp/225.1.4.32:1061
贵州卫视,http://218.29.135.6:4000/rtp/225.1.4.41:1070
河北卫视,http://218.29.135.6:4000/rtp/225.1.4.34:1063
江西卫视,http://218.29.135.6:4000/rtp/225.1.4.37:1066
四川卫视,http://218.29.135.6:4000/rtp/225.1.4.40:1069
云南卫视,http://218.29.135.6:4000/rtp/225.1.4.33:1062
重庆卫视,http://218.29.135.6:4000/rtp/225.1.4.29:1058
吉林卫视,http://218.29.135.6:4000/rtp/225.1.4.36:1065
河南卫视4k,http://218.29.135.6:4000/rtp/225.1.4.254:1300
河南都市频道,http://218.29.135.6:4000/rtp/225.1.4.52:1081
河南民生频道,http://218.29.135.6:4000/rtp/225.1.4.53:1082
河南法治频道,http://218.29.135.6:4000/rtp/225.1.4.54:1083
河南电视剧频道,http://218.29.135.6:4000/rtp/225.1.4.55:1084
河南新闻频道,http://218.29.135.6:4000/rtp/225.1.4.56:1085
河南公共频道,http://218.29.135.6:4000/rtp/225.1.4.58:1087
河南乡村频道,http://218.29.135.6:4000/rtp/225.1.4.120:1149
河南国际频道,http://218.29.135.6:4000/rtp/225.1.4.102:1131
河南文物宝库,http://218.29.135.6:4000/rtp/225.1.4.100:1129
河南梨园频道,http://218.29.135.6:4000/rtp/225.1.4.99:1128
河南武术世界,http://218.29.135.6:4000/rtp/225.1.4.101:1130
平顶山新闻综合,http://218.29.135.6:4000/rtp/225.1.4.124:1160
平顶山城市频道,http://218.29.135.6:4000/rtp/225.1.4.125:1161
平顶山公共频道,http://218.29.135.6:4000/rtp/225.1.4.138:1174
舞钢电视台-1,http://218.29.135.6:4000/rtp/225.1.4.218:1271
郏县电视台,http://218.29.135.6:4000/rtp/225.1.5.25:1337
国学频道,http://218.29.135.6:4000/rtp/225.1.4.196:1311
卡酷动画,http://218.29.135.6:4000/rtp/225.1.4.48:1077
金鹰卡通,http://218.29.135.6:4000/rtp/225.1.4.49:1078
嘉佳卡通,http://218.29.135.6:4000/rtp/225.1.4.92:1121
中国教育-1,http://218.29.135.6:4000/rtp/225.1.4.173:1712
中国教育-2,http://218.29.135.6:4000/rtp/225.1.4.165:1206
中国教育-4,http://218.29.135.6:4000/rtp/225.1.4.171:1710
厦门卫视,http://218.29.135.6:4000/rtp/225.1.4.95:1124
金鹰纪实,http://218.29.135.6:4000/rtp/225.1.4.172:1711
兵团卫视,http://218.29.135.6:4000/rtp/225.1.4.97:1126
爱上-4k,http://218.29.135.6:4000/rtp/225.1.4.162:1204
山东教育,http://218.29.135.6:4000/rtp/225.1.4.164:1205
三沙卫视,http://218.29.135.6:4000/rtp/225.1.4.234:1280
海南卫视,http://218.29.135.6:4000/rtp/225.1.4.195:1310
体育竞技,http://218.29.135.6:4000/rtp/225.1.4.235:1281
CHC家庭影院,http://218.29.135.6:4000/rtp/225.1.4.209:1262
CHC动作电影,http://218.29.135.6:4000/rtp/225.1.4.208:1261
CHC高清电影,http://218.29.135.6:4000/rtp/225.1.4.207:1260
经典电影,http://218.29.135.6:4000/rtp/225.1.4.175:1233
网络棋牌,http://218.29.135.6:4000/rtp/225.1.4.211:1264
乒羽频道,http://218.29.135.6:4000/rtp/225.1.4.210:1263
新动漫,http://218.29.135.6:4000/rtp/225.1.4.212:1265
篮球,http://218.29.135.6:4000/rtp/225.1.4.237:1283
音乐现场,http://218.29.135.6:4000/rtp/225.1.4.184:1224
爱生活,http://218.29.135.6:4000/rtp/225.1.4.176:1225
好学生,http://218.29.135.6:4000/rtp/225.1.4.177:1226
国学,http://218.29.135.6:4000/rtp/225.1.4.178:1227
早教,http://218.29.135.6:4000/rtp/225.1.4.179:1228
高网,http://218.29.135.6:4000/rtp/225.1.4.180:1229
军事,http://218.29.135.6:4000/rtp/225.1.4.181:1230
美妆,http://218.29.135.6:4000/rtp/225.1.4.182:1231
地理,http://218.29.135.6:4000/rtp/225.1.4.183:1232
精选,http://218.29.135.6:4000/rtp/225.1.4.253:1299
足球,http://218.29.135.6:4000/rtp/225.1.4.200:1250
IPTV谍战剧场,http://218.29.135.6:4000/rtp/225.1.4.185:1240
IPTV相声小品,http://218.29.135.6:4000/rtp/225.1.4.186:1235
IPTV野外,http://218.29.135.6:4000/rtp/225.1.4.187:1236
IPTV法治,http://218.29.135.6:4000/rtp/225.1.4.188:1237
少儿动画,http://218.29.135.6:4000/rtp/225.1.4.189:1238
热播剧场,http://218.29.135.6:4000/rtp/225.1.4.190:1239
魅力时尚,http://218.29.135.6:4000/rtp/225.1.4.205:1253
收视指南,http://218.29.135.6:4000/rtp/225.1.4.50:1079
高清纪实,http://218.29.135.6:4000/rtp/225.1.4.170:1222
现场直播,http://218.29.135.6:4000/rtp/225.1.5.42:1352
IPTV3+,http://218.29.135.6:4000/rtp/225.1.4.204:1252
IPTV5+,http://218.29.135.6:4000/rtp/225.1.4.168:1220
IPTV5+,http://218.29.135.6:4000/rtp/225.1.4.5:1034
IPTV6+,http://218.29.135.6:4000/rtp/225.1.4.6:1035
IPTV8+,http://218.29.135.6:4000/rtp/225.1.4.8:1037
CCTV4中文国际欧洲,http://218.29.135.6:4000/rtp/225.1.5.31:1342
CCTV4中文国际美洲,http://218.29.135.6:4000/rtp/225.1.5.32:1343
CGTN英语,http://218.29.135.6:4000/rtp/225.1.5.34:1344
CGTN英文记录,http://218.29.135.6:4000/rtp/225.1.5.35:1345
CGTN西班牙语,http://218.29.135.6:4000/rtp/225.1.5.36:1346
CGTN法语,http://218.29.135.6:4000/rtp/225.1.5.37:1347
CGTN阿拉伯语,http://218.29.135.6:4000/rtp/225.1.5.38:1348



🫓天津联通专线,#genre#
导视频道,http://60.27.20.217:4022/udp/225.1.1.77:5002
天津卫视HD,http://60.27.20.217:4022/udp/225.1.1.111:5002
天津新闻HD,http://60.27.20.217:4022/udp/225.1.1.130:5002
天津文艺HD,http://60.27.20.217:4022/udp/225.1.1.131:5002
天津影视HD,http://60.27.20.217:4022/udp/225.1.1.149:5002
天津都市HD,http://60.27.20.217:4022/udp/225.1.1.128:5002
天津体育HD,http://60.27.20.217:4022/udp/225.1.1.122:5002
天津科教HD,http://60.27.20.217:4022/udp/225.1.1.129:5002
天津少儿HD,http://60.27.20.217:4022/udp/225.1.1.125:5002
蓟州区HD,http://60.27.20.217:4022/udp/225.1.1.82:5002
宝坻区,http://60.27.20.217:4022/udp/225.1.1.83:5002
静海区,http://60.27.20.217:4022/udp/225.1.1.110:5002
河东区,http://60.27.20.217:4022/udp/225.1.2.2:5002
河西区,http://60.27.20.217:4022/udp/225.1.2.4:5002
滨海新区1,http://60.27.20.217:4022/udp/225.1.2.7:5002
滨海新区2,http://60.27.20.217:4022/udp/225.1.2.8:5002
4K超清影视,http://60.27.20.217:4022/udp/225.1.1.156:5002
CCTV-1综合HD,http://60.27.20.217:4022/udp/225.1.1.120:5002
CCTV-2财经HD,http://60.27.20.217:4022/udp/225.1.1.133:5002
CCTV-3综合文艺HD,http://60.27.20.217:4022/udp/225.1.1.158:5002
CCTV-4中文国际HD,http://60.27.20.217:4022/udp/225.1.1.150:5002
CCTV-5体育HD,http://60.27.20.217:4022/udp/225.1.1.170:5002
CCTV5+ HD,http://60.27.20.217:4022/udp/225.1.1.121:5002
CCTV-6电影HD,http://60.27.20.217:4022/udp/225.1.1.195:5002
CCTV-7农业HD,http://60.27.20.217:4022/udp/225.1.1.138:5002
CCTV-8电视剧HD,http://60.27.20.217:4022/udp/225.1.1.196:5002
CCTV-9记录HD,http://60.27.20.217:4022/udp/225.1.1.119:5002
CCTV-10科教HD,http://60.27.20.217:4022/udp/225.1.1.140:5002
CCTV-11戏曲,http://60.27.20.217:4022/udp/225.1.1.22:5002
CCTV-12社会与法HD,http://60.27.20.217:4022/udp/225.1.1.142:5002
CCTV-13新闻,http://60.27.20.217:4022/udp/225.1.1.24:5002
CCTV-14少儿HD,http://60.27.20.217:4022/udp/225.1.1.144:5002
CCTV-15音乐,http://60.27.20.217:4022/udp/225.1.1.26:5002
CGTN,http://60.27.20.217:4022/udp/225.1.1.27:5002
CGTN-纪录,http://60.27.20.217:4022/udp/225.1.1.55:5002
湖南卫视HD,http://60.27.20.217:4022/udp/225.1.1.114:5002
江苏卫视HD,http://60.27.20.217:4022/udp/225.1.1.126:5002
浙江卫视HD,http://60.27.20.217:4022/udp/225.1.1.112:5002
安徽卫视HD,http://60.27.20.217:4022/udp/225.1.1.127:5002
北京卫视HD,http://60.27.20.217:4022/udp/225.1.1.113:5002
黑龙江卫视HD,http://60.27.20.217:4022/udp/225.1.1.115:5002
广东卫视HD,http://60.27.20.217:4022/udp/225.1.1.116:5002
深圳卫视HD,http://60.27.20.217:4022/udp/225.1.1.117:5002
四川卫视HD,http://60.27.20.217:4022/udp/225.1.1.123:5002
湖北卫视HD,http://60.27.20.217:4022/udp/225.1.1.147:5002
山东卫视HD,http://60.27.20.217:4022/udp/225.1.1.148:5002
辽宁卫视HD,http://60.27.20.217:4022/udp/225.1.1.154:5002
重庆卫视HD,http://60.27.20.217:4022/udp/225.1.1.155:5002
吉林卫视HD,http://60.27.20.217:4022/udp/225.1.2.26:5002
河北卫视HD,http://60.27.20.217:4022/udp/225.1.2.27:5002
贵州卫视HD,http://60.27.20.217:4022/udp/225.1.2.28:5002
江西卫视HD,http://60.27.20.217:4022/udp/225.1.2.29:5002
上海东方HD,http://60.27.20.217:4022/udp/225.1.2.31:5002
河南卫视HD,http://60.27.20.217:4022/udp/225.1.2.61:5002
广西卫视HD,http://60.27.20.217:4022/udp/225.1.2.81:5002
海南卫视HD,http://60.27.20.217:4022/udp/225.1.2.82:5002
甘肃卫视,http://60.27.20.217:4022/udp/225.1.1.30:5002
内蒙古卫视,http://60.27.20.217:4022/udp/225.1.1.32:5002
新疆卫视,http://60.27.20.217:4022/udp/225.1.1.35:5002
东南卫视,http://60.27.20.217:4022/udp/225.1.1.38:5002
陕西卫视,http://60.27.20.217:4022/udp/225.1.1.41:5002
山西卫视,http://60.27.20.217:4022/udp/225.1.1.50:5002
西藏卫视,http://60.27.20.217:4022/udp/225.1.1.51:5002
青海卫视,http://60.27.20.217:4022/udp/225.1.1.54:5002
宁夏卫视,http://60.27.20.217:4022/udp/225.1.1.56:5002
云南卫视,http://60.27.20.217:4022/udp/225.1.1.61:5002
兵团卫视,http://60.27.20.217:4022/udp/225.1.1.57:5002
金鹰卡通,http://60.27.20.217:4022/udp/225.1.1.59:5002
BTV卡酷少儿,http://60.27.20.217:4022/udp/225.1.1.58:5002
BTV冬奥纪实HD,http://60.27.20.217:4022/udp/225.1.2.30:5002
炫动卡通,http://60.27.20.217:4022/udp/225.1.1.62:5002
金鹰纪实HD,http://60.27.20.217:4022/udp/225.1.1.124:5002
动漫秀场HD,http://60.27.20.217:4022/udp/225.1.1.134:5002
萌宠,http://60.27.20.217:4022/udp/225.1.1.96:5002
游戏风云高清,http://60.27.20.217:4022/udp/225.1.1.135:5002
欢笑剧场高清,http://60.27.20.217:4022/udp/225.1.1.139:5002
Max极速汽车高清,http://60.27.20.217:4022/udp/225.1.1.141:5002
生活时尚高清,http://60.27.20.217:4022/udp/225.1.1.143:5002
全纪实高清,http://60.27.20.217:4022/udp/225.1.1.145:5002
纪实人文高清,http://60.27.20.217:4022/udp/225.1.2.25:5002
都市剧场高清,http://60.27.20.217:4022/udp/225.1.1.146:5002
幸福彩高清,http://60.27.20.217:4022/udp/225.1.1.152:5002
陶瓷高清,http://60.27.20.217:4022/udp/225.1.1.153:5002
DogT高清,http://60.27.20.217:4022/udp/225.1.1.132:5002
CHC家庭影院高清,http://60.27.20.217:4022/udp/225.1.1.213:5002
CHC高清电影,http://60.27.20.217:4022/udp/225.1.1.214:5002
CHC动作电影,http://60.27.20.217:4022/udp/225.1.1.215:5002
金色频道高清,http://60.27.20.217:4022/udp/225.1.1.236:5002
法治天地高清,http://60.27.20.217:4022/udp/225.1.1.237:5002
映画高清,http://60.27.20.217:4022/udp/225.1.1.238:5002
剧场高清,http://60.27.20.217:4022/udp/225.1.1.239:5002
新知高清,http://60.27.20.217:4022/udp/225.1.1.240:5002
新艺高清,http://60.27.20.217:4022/udp/225.1.1.241:5002
英伦高清,http://60.27.20.217:4022/udp/225.1.1.242:5002
怡家高清,http://60.27.20.217:4022/udp/225.1.1.243:5002
环映高清,http://60.27.20.217:4022/udp/225.1.1.244:5002
雅趣高清,http://60.27.20.217:4022/udp/225.1.1.245:5002
快乐垂钓,http://60.27.20.217:4022/udp/225.1.2.18:5002
茶频道,http://60.27.20.217:4022/udp/225.1.2.19:5002
休闲体育高清,http://60.27.20.217:4022/udp/225.1.1.157:5002
CCTV风云足球,http://60.27.20.217:4022/udp/225.1.1.181:5002
CCTV高尔夫网球,http://60.27.20.217:4022/udp/225.1.1.182:5002
CCTV第一剧场,http://60.27.20.217:4022/udp/225.1.1.183:5002
CCTV怀旧剧场,http://60.27.20.217:4022/udp/225.1.1.184:5002
CCTV风云剧场,http://60.27.20.217:4022/udp/225.1.1.185:5002
CCTV世界地理,http://60.27.20.217:4022/udp/225.1.1.186:5002
CCTV国防军事,http://60.27.20.217:4022/udp/225.1.1.187:5002
CCTV老故事,http://60.27.20.217:4022/udp/225.1.1.188:5002
CCTV央视文化精品,http://60.27.20.217:4022/udp/225.1.1.189:5002
CCTV女性时尚,http://60.27.20.217:4022/udp/225.1.1.190:5002
CCTV新科动漫,http://60.27.20.217:4022/udp/225.1.1.191:5002
CCTV风云音乐,http://60.27.20.217:4022/udp/225.1.1.192:5002
CCTV电视指南,http://60.27.20.217:4022/udp/225.1.1.194:5002
CCTV央视台球,http://60.27.20.217:4022/udp/225.1.1.198:5002
国学频道,http://60.27.20.217:4022/udp/225.1.1.199:5002
靓妆,http://60.27.20.217:4022/udp/225.1.1.200:5002
梨园频道,http://60.27.20.217:4022/udp/225.1.1.202:5002
文物宝库,http://60.27.20.217:4022/udp/225.1.1.203:5002
早期教育,http://60.27.20.217:4022/udp/225.1.1.204:5002
汽摩频道,http://60.27.20.217:4022/udp/225.1.1.205:5002
彩民在线,http://60.27.20.217:4022/udp/225.1.1.206:5002
DV生活,http://60.27.20.217:4022/udp/225.1.1.207:5002
武术世界,http://60.27.20.217:4022/udp/225.1.1.208:5002
CCTV卫生与健康,http://60.27.20.217:4022/udp/225.1.1.210:5002
七彩戏剧,http://60.27.20.217:4022/udp/225.1.1.86:5002
东方财经,http://60.27.20.217:4022/udp/225.1.1.87:5002
新动漫,http://60.27.20.217:4022/udp/225.1.1.216:5002
网络棋牌,http://60.27.20.217:4022/udp/225.1.1.217:5002
中华美食,http://60.27.20.217:4022/udp/225.1.1.218:5002
先锋乒羽,http://60.27.20.217:4022/udp/225.1.1.219:5002
天津文艺广播,http://60.27.20.217:4022/udp/225.1.1.171:5002
天津经济广播,http://60.27.20.217:4022/udp/225.1.1.172:5002
天津新闻广播,http://60.27.20.217:4022/udp/225.1.1.173:5002
天津生活广播,http://60.27.20.217:4022/udp/225.1.1.174:5002
天津交通广播,http://60.27.20.217:4022/udp/225.1.1.175:5002
天津相声广播,http://60.27.20.217:4022/udp/225.1.1.176:5002
天津小说广播,http://60.27.20.217:4022/udp/225.1.1.177:5002
天津滨海广播,http://60.27.20.217:4022/udp/225.1.1.178:5002
天津音乐广播,http://60.27.20.217:4022/udp/225.1.1.179:5002
天津农村广播,http://60.27.20.217:4022/udp/225.1.1.180:5002
东方购物,http://60.27.20.217:4022/udp/225.1.1.223:5002
好享购物,http://60.27.20.217:4022/udp/225.1.1.224:5002
优购物,http://60.27.20.217:4022/udp/225.1.1.225:5002
家有购物,http://60.27.20.217:4022/udp/225.1.1.226:5002
家家购物,http://60.27.20.217:4022/udp/225.1.1.227:5002
聚鲨环球购物,http://60.27.20.217:4022/udp/225.1.1.102:5002
三佳购物,http://60.27.20.217:4022/udp/225.1.1.151:5002
央广购物,http://60.27.20.217:4022/udp/225.1.1.65:5002

🫕重庆联通专线,#genre#
CCTV1,http://n1.dddmmh.space:8088/udp/225.0.4.197:7980
CCTV1,http://n1.dddmmh.space:8088/udp/225.0.4.74:7980
CCTV2,http://n1.dddmmh.space:8088/udp/225.0.4.132:7980
CCTV3,http://n1.dddmmh.space:8088/udp/225.0.4.142:7980
CCTV4,http://n1.dddmmh.space:8088/udp/225.0.4.176:7980
CCTV5,http://n1.dddmmh.space:8088/udp/225.0.4.143:7980
CCTV5+,http://n1.dddmmh.space:8088/udp/225.0.4.73:7980
CCTV6,http://n1.dddmmh.space:8088/udp/225.0.4.144:7980
CCTV7,http://n1.dddmmh.space:8088/udp/225.0.4.127:7980
CCTV8,http://n1.dddmmh.space:8088/udp/225.0.4.137:7980
CCTV9,http://n1.dddmmh.space:8088/udp/225.0.4.131:7980
CCTV10,http://n1.dddmmh.space:8088/udp/225.0.4.130:7980
CCTV11,http://n1.dddmmh.space:8088/udp/225.0.4.218:7980
CCTV12,http://n1.dddmmh.space:8088/udp/225.0.4.129:7980
CCTV13,http://n1.dddmmh.space:8088/udp/225.0.4.219:7980
CCTV14,http://n1.dddmmh.space:8088/udp/225.0.4.128:7980
CCTV15,http://n1.dddmmh.space:8088/udp/225.0.4.220:7980
CCTV17,http://n1.dddmmh.space:8088/udp/225.0.4.179:7980
CETV1,http://n1.dddmmh.space:8088/udp/225.0.4.186:7980
CGTN,http://n1.dddmmh.space:8088/udp/225.0.4.12:7980
重庆科教,http://n1.dddmmh.space:8088/udp/225.0.4.63:7980
重庆汽摩,http://n1.dddmmh.space:8088/udp/225.0.4.61:7980
重庆少儿,http://n1.dddmmh.space:8088/udp/225.0.4.71:7980
重庆社会与法,http://n1.dddmmh.space:8088/udp/225.0.4.64:7980
重庆时尚生活,http://n1.dddmmh.space:8088/udp/225.0.4.69:7980
重庆新农村,http://n1.dddmmh.space:8088/udp/225.0.4.70:7980
重庆新闻,http://n1.dddmmh.space:8088/udp/225.0.4.59:7980
重庆移动,http://n1.dddmmh.space:8088/udp/225.0.4.68:7980
重庆移动超高清,http://n1.dddmmh.space:8088/udp/225.0.4.215:7980
重庆影视,http://n1.dddmmh.space:8088/udp/225.0.4.62:7980
重庆娱乐,http://n1.dddmmh.space:8088/udp/225.0.4.65:7980
IPTV3+,http://n1.dddmmh.space:8088/udp/225.0.4.51:7980
IPTV5+,http://n1.dddmmh.space:8088/udp/225.0.4.53:7980
IPTV6+,http://n1.dddmmh.space:8088/udp/225.0.4.50:7980
IPTV8+,http://n1.dddmmh.space:8088/udp/225.0.4.54:7980
IPTV相声小品,http://n1.dddmmh.space:8088/udp/225.0.4.56:7980
IPTV野外,http://n1.dddmmh.space:8088/udp/225.0.4.57:7980
爱生活,http://n1.dddmmh.space:8088/udp/225.0.4.164:7980
安徽卫视,http://n1.dddmmh.space:8088/udp/225.0.4.133:7980
北京卫视,http://n1.dddmmh.space:8088/udp/225.0.4.78:7980
导视,http://n1.dddmmh.space:8088/udp/225.0.4.178:7980
地理,http://n1.dddmmh.space:8088/udp/225.0.4.149:7980
东方卫视,http://n1.dddmmh.space:8088/udp/225.0.4.80:7980
东南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.200:7980
动作影院,http://n1.dddmmh.space:8088/udp/225.0.4.170:7980
古装剧场,http://n1.dddmmh.space:8088/udp/225.0.4.147:7980
广东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.84:7980
贵州卫视,http://n1.dddmmh.space:8088/udp/225.0.4.175:7980
河北卫视,http://n1.dddmmh.space:8088/udp/225.0.4.174:7980
黑龙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.201:7980
湖南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.75:7980
纪实HD,http://n1.dddmmh.space:8088/udp/225.0.4.99:7980
家庭影院,http://n1.dddmmh.space:8088/udp/225.0.4.171:7980
江苏卫视,http://n1.dddmmh.space:8088/udp/225.0.4.79:7980
江西卫视,http://n1.dddmmh.space:8088/udp/225.0.4.203:7980
解密,http://n1.dddmmh.space:8088/udp/225.0.4.153:7980
经典电影,http://n1.dddmmh.space:8088/udp/225.0.4.48:7980
军旅剧场,http://n1.dddmmh.space:8088/udp/225.0.4.146:7980
快乐垂钓,http://n1.dddmmh.space:8088/udp/225.0.4.213:7980
辽宁卫视,http://n1.dddmmh.space:8088/udp/225.0.4.98:7980
全纪实,http://n1.dddmmh.space:8088/udp/225.0.4.113:7980
山东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.199:7980
深圳卫视,http://n1.dddmmh.space:8088/udp/225.0.4.202:7980
时尚购物,http://n1.dddmmh.space:8088/udp/225.0.4.198:7980
四川卫视,http://n1.dddmmh.space:8088/udp/225.0.4.204:7980
天津卫视,http://n1.dddmmh.space:8088/udp/225.0.4.82:7980
武侠剧场,http://n1.dddmmh.space:8088/udp/225.0.4.168:7980
喜剧影院,http://n1.dddmmh.space:8088/udp/225.0.4.169:7980
星影,http://n1.dddmmh.space:8088/udp/225.0.4.172:7980
浙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.81:7980
重庆科教超高清,http://n1.dddmmh.space:8088/udp/225.0.4.193:7980
重庆汽摩超高清,http://n1.dddmmh.space:8088/udp/225.0.4.195:7980
重庆少儿超高清,http://n1.dddmmh.space:8088/udp/225.0.4.191:7980
重庆社会与法超高清,http://n1.dddmmh.space:8088/udp/225.0.4.190:7980
重庆时尚生活超高清,http://n1.dddmmh.space:8088/udp/225.0.4.196:7980
重庆卫视,http://n1.dddmmh.space:8088/udp/225.0.4.187:7980
重庆新农村超高清,http://n1.dddmmh.space:8088/udp/225.0.4.189:7980
重庆新闻超高清,http://n1.dddmmh.space:8088/udp/225.0.4.188:7980
重庆影视超高清,http://n1.dddmmh.space:8088/udp/225.0.4.192:7980
重庆娱乐超高清,http://n1.dddmmh.space:8088/udp/225.0.4.194:7980



🔥精彩频道,#genre#
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
凤凰测试,http://www.erbao1981.top:8188/udp/239.76.246.135:1234$湖南电信
凤凰中文,http://113.64.145.132:8081/hls/37/index.m3u8
凤凰中文,http://kuanglong.vicp.hk:2121/udp/239.93.16.31:8012$四川电信
凤凰中文,http://tv.sd.cn/sichuan?id=239.93.0.162:2192$四川电信
凤凰中文,http://113.64.145.195:8081/hls/37/index.m3u8$广东电信
凤凰中文,http://183.135.226.196:4022/rtp/233.50.200.191:5140$浙江电信
凤凰中文,http://110.178.52.119:8084/udp/239.1.1.126:8126$山西电信
凤凰中文,http://mail.petzhu.top:7000/rtp/239.254.201.2:5226$河北电信
凤凰中文,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.184:9092$福建电信
凤凰中文,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.184:9092$福建电信
凤凰资讯,http://119.4.54.112:8848/udp/239.93.0.118:2191
凤凰资讯,http://222.211.227.103:2345/udp/239.93.0.118:2191
